"","Time","prob"
"1",1,0.178277500297921
"2",2,0.178277500297921
"3",3,0.178277500297921
"4",4,0.178277500297921
"5",5,0.178277500297921
"6",6,0.178277500297921
"7",7,0.178277500297921
"8",8,0.178277500297921
"9",9,0.178277500297921
"10",10,0.178277500297921
"11",11,0.178277500297921
"12",12,0.178277500297921
"13",13,0.178277500297921
"14",14,0.178277500297921
"15",15,0.178277500297921
"16",16,0.178277500297921
"17",17,0.178277500297921
"18",18,0.178277500297921
"19",19,0.178277500297921
"20",20,0.178277500297921
"21",21,0.178277500297921
"22",22,0.178277500297921
"23",23,0.178277500297921
"24",24,0.178277500297921
"25",25,0.178277500297921
"26",26,0.178277500297921
"27",27,0.178277500297921
"28",28,0.178277500297921
"29",29,0.178277500297921
"30",30,0.178277500297921
"31",31,0.178277500297921
"32",32,0.178277500297921
"33",33,0.181465882199124
"34",34,0.184906305383687
"35",35,0.188608631862691
"36",36,0.192583345413292
"37",37,0.196841568335723
"38",38,0.201395077388073
"39",39,0.206256318663702
"40",40,0.211438421148947
"41",41,0.216955208670464
"42",42,0.222821209912375
"43",43,0.229051666153592
"44",44,0.235662536345531
"45",45,0.242670499120395
"46",46,0.250092951290545
"47",47,0.241332373665126
"48",48,0.248093025473852
"49",49,0.255175843403068
"50",50,0.262586989977925
"51",51,0.270332069645706
"52",52,0.278416016032408
"53",53,0.286842970590702
"54",54,0.295616152759514
"55",55,0.304737721898533
"56",56,0.314208631423761
"57",57,0.324028475753122
"58",58,0.334195330873641
"59",59,0.344705589563059
"60",60,0.355553792537453
"61",61,0.366732457050107
"62",62,0.378231904732789
"63",63,0.3900400907445
"64",64,0.402142436570202
"65",65,0.414521669087025
"66",66,0.427157668781444
"67",67,0.440027330250299
"68",68,0.453104438342837
"69",69,0.466359563491097
"70",70,0.479759979922151
"71",71,0.493269610537924
"72",72,0.506849002276325
"73",73,0.520455335721255
"74",74,0.534042472599292
"75",75,0.54756104457901
"76",76,0.560958586467815
"77",77,0.574179716475656
"78",78,0.587166365681855
"79",79,0.599858058200257
"80",80,0.612192242791729
"81",81,0.624104675827648
"82",82,0.635529854573493
"83",83,0.646401498751303
"84",84,0.656653077271336
"85",85,0.666218375917784
"86",86,0.675032100655618
"87",87,0.683030510123348
"88",88,0.690152069819687
"89",89,0.696338119512789
"90",90,0.701533544531294
"91",91,0.705687440869185
"92",92,0.708753763482162
"93",93,0.710691946800053
"94",94,0.711467486351825
"95",95,0.711052470516391
"96",96,0.709426051786517
"97",97,0.706574847570945
"98",98,0.702493261459435
"99",99,0.697183717027066
"100",100,0.690656797639342
"101",101,0.682931287312035
"102",102,0.67403410944492
"103",103,0.664000162145561
"104",104,0.702047136981477
"105",105,0.692010776386528
"106",106,0.680962377213444
"107",107,0.668954265567571
"108",108,0.656044357237575
"109",109,0.642295572064954
"110",110,0.627775193273236
"111",111,0.612554182264955
"112",112,0.596706460124288
"113",113,0.580308167529015
"114",114,0.563436914968113
"115",115,0.546171035080357
"116",116,0.528588848582737
"117",117,0.510767954661064
"118",118,0.492784555872015
"119",119,0.474712826585335
"120",120,0.456624332811123
"121",121,0.438587509948217
"122",122,0.420667203595395
"123",123,0.402924277128412
"124",124,0.385415288302563
