"","Time","prob"
"1",1,0.101170293203067
"2",2,0.104531945290359
"3",3,0.109871818476173
"4",4,0.116990439711317
"5",5,0.125701272656042
"6",6,0.135830024523106
"7",7,0.147213986232981
"8",8,0.159701404389548
"9",9,0.173150883648135
"10",10,0.187430818108706
"11",11,0.202418850425479
"12",12,0.218001357380239
"13",13,0.23407296072036
"14",14,0.250536062114079
"15",15,0.267300401124896
"16",16,0.28428263515435
"17",17,0.3014059403478
"18",18,0.318599632501289
"19",19,0.335798807049333
"20",20,0.352943997253348
"21",21,0.369980849748791
"22",22,0.386859816645742
"23",23,0.403535863412836
"24",24,0.419968191808137
"25",25,0.436119977152843
"26",26,0.451958119274616
"27",27,0.467453006476988
"28",28,0.482578291919649
"29",29,0.497310681821643
"30",30,0.511629734925513
"31",31,0.52551767268539
"32",32,0.538959199665912
"33",33,0.551941333661719
"34",34,0.564453245069193
"35",35,0.576486105063066
"36",36,0.588032942150623
"37",37,0.59908850669541
"38",38,0.609649143020822
"39",39,0.619712668721496
"40",40,0.629278260827334
"41",41,0.638346348481126
"42",42,0.646918511806133
"43",43,0.654997386654846
"44",44,0.662586574944197
"45",45,0.669690560296087
"46",46,0.676314628715014
"47",47,0.68246479404696
"48",48,0.688147727975546
"49",49,0.693370694322807
"50",50,0.698141487432738
"51",51,0.702468374426146
"52",52,0.706360041125255
"53",53,0.70982554145594
"54",54,0.712874250144581
"55",55,0.715515818535128
"56",56,0.717760133360267
"57",57,0.719617278308486
"58",58,0.721097498236379
"59",59,0.722211165882763
"60",60,0.722968750948066
"61",61,0.723380791409039
"62",62,0.723457866945153
"63",63,0.723210574359027
"64",64,0.722649504878998
"65",65,0.721785223237421
"66",66,0.72062824842351
"67",67,0.719189036014552
"68",68,0.717477961994078
"69",69,0.715505307970125
"70",70,0.7132812477111
"71",71,0.710815834920857
"72",72,0.7081189921786
"73",73,0.705200500972963
"74",74,0.702069992763244
"75",75,0.698736941004184
"76",76,0.695210654073969
"77",77,0.691500269048253
"78",78,0.687614746265962
"79",79,0.683562864635496
"80",80,0.679353217632629
"81",81,0.674994209944001
"82",82,0.670494054712532
"83",83,0.665860771343433
"84",84,0.66110218383173
"85",85,0.656225919574293
"86",86,0.651239408631435
"87",87,0.646149883405028
"88",88,0.640964378701919
"89",89,0.635689732153179
"90",90,0.630332584961365
"91",91,0.624899382949538
"92",92,0.619396377887301
"93",93,0.613829629070526
"94",94,0.608205005132791
"95",95,0.602528186067838
"96",96,0.596804665443591
"97",97,0.591039752789418
"98",98,0.585238576139432
"99",99,0.579406084715672
"100",100,0.573547051735992
"101",101,0.56766607733243
"102",102,0.561767591566728
"103",103,0.555855857530516
"104",104,0.54993497451847
"105",105,0.544008881263536
"106",106,0.538081359224002
"107",107,0.532156035912923
"108",108,0.526236388261014
"109",109,0.520325746004757
"110",110,0.514427295092051
"111",111,0.508544081098277
"112",112,0.502679012646154
"113",113,0.496834864823287
"114",114,0.491014282591733
"115",115,0.485219784184375
"116",116,0.479453764483292
"117",117,0.473718498375712
"118",118,0.468016144083497
"119",119,0.462348746462448
"120",120,0.456718240268069
"121",121,0.451126453384701
"122",122,0.445575110015263
"123",123,0.44006583382907
"124",124,0.434600151065493
"125",125,0.429179493591437
"126",126,0.423805201910847
"127",127,0.41847852812467
"128",128,0.413200638839895
"129",129,0.407972618026463
"130",130,0.402795469821048
"131",131,0.397670121276832
"132",132,0.392597425058581
"133",133,0.387578162082444
"134",134,0.382613044100057
"135",135,0.377702716226622
"136",136,0.372847759412787
"137",137,0.368048692860214
"138",138,0.363305976380855
"139",139,0.358620012700034
"140",140,0.353991149703511
"141",141,0.34941968262879
"142",142,0.34490585620101
"143",143,0.340449866713797
"144",144,0.336051864055554
"145",145,0.331711953681686
"146",146,0.32743019853333
"147",147,0.323206620903193
"148",148,0.319041204249144
